TIME,GEO_NAME,GEO,AIRPOL,AIRPOL_VALUE
2010,UK,United Kingdom,Nitrogen oxides,"1,245,370"
2010,UK,United Kingdom,Sulphur oxides,"460,470"
2010,UK,United Kingdom,Ammonia,"261,290"
2010,UK,United Kingdom,Particulates < 2.5µm,"123,060"
2010,UK,United Kingdom,Particulates < 10µm,"190,330"
2010,UK,United Kingdom,Non-methane volatile organic compounds,"880,200"
2011,AT,Austria,Nitrogen oxides,"195,980"
2011,AT,Austria,Sulphur oxides,"15,180"
2011,AT,Austria,Ammonia,"62,320"
2011,AT,Austria,Particulates < 2.5µm,"18,670"
2011,AT,Austria,Particulates < 10µm,"31,070"
2011,AT,Austria,Non-methane volatile organic compounds,"132,920"
2011,BE,Belgium,Nitrogen oxides,"227,380"
2011,BE,Belgium,Sulphur oxides,"53,250"
2011,BE,Belgium,Ammonia,"71,880"
2011,BE,Belgium,Particulates < 2.5µm,"24,820"
2011,BE,Belgium,Particulates < 10µm,"33,310"
2011,BE,Belgium,Non-methane volatile organic compounds,"132,200"
2011,BG,Bulgaria,Nitrogen oxides,"132,670"
2011,BG,Bulgaria,Sulphur oxides,"513,990"
2011,BG,Bulgaria,Ammonia,"42,620"
2011,BG,Bulgaria,Particulates < 2.5µm,"32,850"
2011,BG,Bulgaria,Particulates < 10µm,"56,510"
2011,BG,Bulgaria,Non-methane volatile organic compounds,"87,570"
2011,CH,Switzerland,Nitrogen oxides,"80,780"
2011,CH,Switzerland,Sulphur oxides,"8,440"
2011,CH,Switzerland,Ammonia,"57,890"
2011,CH,Switzerland,Particulates < 2.5µm,"8,250"
2011,CH,Switzerland,Particulates < 10µm,"16,100"
2011,CH,Switzerland,Non-methane volatile organic compounds,"96,730"
2011,CY,Cyprus,Nitrogen oxides,"21,530"
2011,CY,Cyprus,Sulphur oxides,"20,740"
2011,CY,Cyprus,Ammonia,"9,430"
2011,CY,Cyprus,Particulates < 2.5µm,"1,420"
2011,CY,Cyprus,Particulates < 10µm,"2,830"
2011,CY,Cyprus,Non-methane volatile organic compounds,"10,980"
2011,CZ,Czechia,Nitrogen oxides,"237,150"
2011,CZ,Czechia,Sulphur oxides,"167,470"
2011,CZ,Czechia,Ammonia,"91,620"
2011,CZ,Czechia,Particulates < 2.5µm,"43,300"
2011,CZ,Czechia,Particulates < 10µm,"55,450"
2011,CZ,Czechia,Non-methane volatile organic compounds,"243,310"
2011,DE,Germany (until 1990 former territory of the FRG),Nitrogen oxides,"1,444,520"
2011,DE,Germany (until 1990 former territory of the FRG),Sulphur oxides,"389,300"
2011,DE,Germany (until 1990 former territory of the FRG),Ammonia,"624,760"
2011,DE,Germany (until 1990 former territory of the FRG),Particulates < 2.5µm,"114,940"
2011,DE,Germany (until 1990 former territory of the FRG),Particulates < 10µm,"226,590"
2011,DE,Germany (until 1990 former territory of the FRG),Non-methane volatile organic compounds,"1,272,640"
2011,DK,Denmark,Nitrogen oxides,"140,230"
2011,DK,Denmark,Sulphur oxides,"14,070"
2011,DK,Denmark,Ammonia,"78,140"
2011,DK,Denmark,Particulates < 2.5µm,"19,260"
2011,DK,Denmark,Particulates < 10µm,"30,290"
2011,DK,Denmark,Non-methane volatile organic compounds,"124,800"
2011,EE,Estonia,Nitrogen oxides,"40,650"
2011,EE,Estonia,Sulphur oxides,"72,700"
2011,EE,Estonia,Ammonia,"10,210"
2011,EE,Estonia,Particulates < 2.5µm,"18,180"
2011,EE,Estonia,Particulates < 10µm,"34,400"
2011,EE,Estonia,Non-methane volatile organic compounds,"22,830"
2011,EL,Greece,Nitrogen oxides,"325,880"
2011,EL,Greece,Sulphur oxides,"159,630"
2011,EL,Greece,Ammonia,"70,320"
2011,EL,Greece,Particulates < 2.5µm,"47,450"
2011,EL,Greece,Particulates < 10µm,"78,170"
2011,EL,Greece,Non-methane volatile organic compounds,"200,250"
2011,ES,Spain,Nitrogen oxides,"903,040"
2011,ES,Spain,Sulphur oxides,"279,370"
2011,ES,Spain,Ammonia,"423,370"
2011,ES,Spain,Particulates < 2.5µm,"138,810"
2011,ES,Spain,Particulates < 10µm,"201,110"
2011,ES,Spain,Non-methane volatile organic compounds,"592,550"
2011,EU,European Union - 27 countries (from 2020),Nitrogen oxides,"8,189,730"
2011,EU,European Union - 27 countries (from 2020),Sulphur oxides,"3,581,300"
2011,EU,European Union - 27 countries (from 2020),Ammonia,"3,584,500"
2011,EU,European Union - 27 countries (from 2020),Particulates < 2.5µm,"1,339,340"
2011,EU,European Union - 27 countries (from 2020),Particulates < 10µm,"2,057,070"
2011,EU,European Union - 27 countries (from 2020),Non-methane volatile organic compounds,"7,262,400"
2011,FI,Finland,Nitrogen oxides,"171,300"
2011,FI,Finland,Sulphur oxides,"60,220"
2011,FI,Finland,Ammonia,"35,340"
2011,FI,Finland,Particulates < 2.5µm,"20,870"
2011,FI,Finland,Particulates < 10µm,"36,020"
2011,FI,Finland,Non-methane volatile organic compounds,"103,930"
2011,FR,France,Nitrogen oxides,"1,086,340"
2011,FR,France,Sulphur oxides,"221,880"
2011,FR,France,Ammonia,"607,120"
2011,FR,France,Particulates < 2.5µm,"160,810"
2011,FR,France,Particulates < 10µm,"244,100"
2011,FR,France,Non-methane volatile organic compounds,"1,128,780"
2011,HR,Croatia,Nitrogen oxides,"68,710"
2011,HR,Croatia,Sulphur oxides,"29,160"
2011,HR,Croatia,Ammonia,"43,630"
2011,HR,Croatia,Particulates < 2.5µm,"36,510"
2011,HR,Croatia,Particulates < 10µm,"48,350"
2011,HR,Croatia,Non-methane volatile organic compounds,"86,590"
2011,HU,Hungary,Nitrogen oxides,"138,160"
2011,HU,Hungary,Sulphur oxides,"34,180"
2011,HU,Hungary,Ammonia,"72,130"
2011,HU,Hungary,Particulates < 2.5µm,"57,240"
2011,HU,Hungary,Particulates < 10µm,"76,680"
2011,HU,Hungary,Non-methane volatile organic compounds,"134,970"
2011,IE,Ireland,Nitrogen oxides,"108,720"
2011,IE,Ireland,Sulphur oxides,"24,870"
2011,IE,Ireland,Ammonia,"110,450"
2011,IE,Ireland,Particulates < 2.5µm,"14,510"
2011,IE,Ireland,Particulates < 10µm,"28,510"
2011,IE,Ireland,Non-methane volatile organic compounds,"108,150"
2011,IS,Iceland,Nitrogen oxides,"23,980"
2011,IS,Iceland,Sulphur oxides,"84,110"
2011,IS,Iceland,Ammonia,"4,650"
2011,IS,Iceland,Particulates < 2.5µm,"1,530"
2011,IS,Iceland,Particulates < 10µm,"2,710"
2011,IS,Iceland,Non-methane volatile organic compounds,"5,610"
2011,IT,Italy,Nitrogen oxides,"896,240"
2011,IT,Italy,Sulphur oxides,"199,330"
2011,IT,Italy,Ammonia,"378,670"
2011,IT,Italy,Particulates < 2.5µm,"149,170"
2011,IT,Italy,Particulates < 10µm,"186,150"
2011,IT,Italy,Non-methane volatile organic compounds,"1,026,270"
2011,LI,Liechtenstein,Nitrogen oxides,380
2011,LI,Liechtenstein,Sulphur oxides,10
2011,LI,Liechtenstein,Ammonia,220
2011,LI,Liechtenstein,Particulates < 2.5µm,30
2011,LI,Liechtenstein,Particulates < 10µm,40
2011,LI,Liechtenstein,Non-methane volatile organic compounds,330
2011,LT,Lithuania,Nitrogen oxides,"54,540"
2011,LT,Lithuania,Sulphur oxides,"18,850"
2011,LT,Lithuania,Ammonia,"36,090"
2011,LT,Lithuania,Particulates < 2.5µm,"9,130"
2011,LT,Lithuania,Particulates < 10µm,"13,580"
2011,LT,Lithuania,Non-methane volatile organic compounds,"56,810"
2011,LU,Luxembourg,Nitrogen oxides,"40,100"
2011,LU,Luxembourg,Sulphur oxides,"1,330"
2011,LU,Luxembourg,Ammonia,"5,440"
2011,LU,Luxembourg,Particulates < 2.5µm,"1,650"
2011,LU,Luxembourg,Particulates < 10µm,"2,300"
2011,LU,Luxembourg,Non-methane volatile organic compounds,"11,720"
2011,LV,Latvia,Nitrogen oxides,"37,050"
2011,LV,Latvia,Sulphur oxides,"4,290"
2011,LV,Latvia,Ammonia,"15,340"
2011,LV,Latvia,Particulates < 2.5µm,"22,420"
2011,LV,Latvia,Particulates < 10µm,"32,420"
2011,LV,Latvia,Non-methane volatile organic compounds,"44,980"
2011,MT,Malta,Nitrogen oxides,"8,650"
2011,MT,Malta,Sulphur oxides,"7,880"
2011,MT,Malta,Ammonia,"1,470"
2011,MT,Malta,Particulates < 2.5µm,580
2011,MT,Malta,Particulates < 10µm,"1,170"
2011,MT,Malta,Non-methane volatile organic compounds,"3,290"
2011,NL,Netherlands,Nitrogen oxides,"333,080"
2011,NL,Netherlands,Sulphur oxides,"34,560"
2011,NL,Netherlands,Ammonia,"131,760"
2011,NL,Netherlands,Particulates < 2.5µm,"21,440"
2011,NL,Netherlands,Particulates < 10µm,"34,800"
2011,NL,Netherlands,Non-methane volatile organic compounds,"264,450"
2011,NO,Norway,Nitrogen oxides,"209,990"
2011,NO,Norway,Sulphur oxides,"18,830"
2011,NO,Norway,Ammonia,"29,980"
2011,NO,Norway,Particulates < 2.5µm,"32,270"
2011,NO,Norway,Particulates < 10µm,"40,930"
2011,NO,Norway,Non-methane volatile organic compounds,"159,800"
2011,PL,Poland,Nitrogen oxides,"858,640"
2011,PL,Poland,Sulphur oxides,"771,130"
2011,PL,Poland,Ammonia,"314,720"
2011,PL,Poland,Particulates < 2.5µm,"144,540"
2011,PL,Poland,Particulates < 10µm,"258,260"
2011,PL,Poland,Non-methane volatile organic compounds,"727,700"
2011,PT,Portugal,Nitrogen oxides,"180,980"
2011,PT,Portugal,Sulphur oxides,"57,100"
2011,PT,Portugal,Ammonia,"59,280"
2011,PT,Portugal,Particulates < 2.5µm,"56,990"
2011,PT,Portugal,Particulates < 10µm,"95,380"
2011,PT,Portugal,Non-methane volatile organic compounds,"152,210"
2011,RO,Romania,Nitrogen oxides,"250,500"
2011,RO,Romania,Sulphur oxides,"326,000"
2011,RO,Romania,Ammonia,"187,180"
2011,RO,Romania,Particulates < 2.5µm,"119,550"
2011,RO,Romania,Particulates < 10µm,"158,140"
2011,RO,Romania,Non-methane volatile organic compounds,"258,700"
2011,SE,Sweden,Nitrogen oxides,"161,920"
2011,SE,Sweden,Sulphur oxides,"26,230"
2011,SE,Sweden,Ammonia,"54,290"
2011,SE,Sweden,Particulates < 2.5µm,"25,600"
2011,SE,Sweden,Particulates < 10µm,"45,230"
2011,SE,Sweden,Non-methane volatile organic compounds,"174,230"
2011,SI,Slovenia,Nitrogen oxides,"47,150"
2011,SI,Slovenia,Sulphur oxides,"11,430"
2011,SI,Slovenia,Ammonia,"18,810"
2011,SI,Slovenia,Particulates < 2.5µm,"14,390"
2011,SI,Slovenia,Particulates < 10µm,"16,300"
2011,SI,Slovenia,Non-methane volatile organic compounds,"37,380"
2011,SK,Slovakia,Nitrogen oxides,"78,510"
2011,SK,Slovakia,Sulphur oxides,"67,030"
2011,SK,Slovakia,Ammonia,"27,990"
2011,SK,Slovakia,Particulates < 2.5µm,"24,110"
2011,SK,Slovakia,Particulates < 10µm,"29,820"
2011,SK,Slovakia,Non-methane volatile organic compounds,"122,080"
2011,TR,Turkey,Nitrogen oxides,"958,720"
2011,TR,Turkey,Sulphur oxides,"2,561,540"
2011,TR,Turkey,Ammonia,"615,680"
2011,TR,Turkey,Particulates < 2.5µm,"185,800"
2011,TR,Turkey,Particulates < 10µm,"309,730"
2011,TR,Turkey,Non-methane volatile organic compounds,"1,076,890"
2011,UK,United Kingdom,Nitrogen oxides,"1,165,840"
2011,UK,United Kingdom,Sulphur oxides,"432,560"
2011,UK,United Kingdom,Ammonia,"259,040"
2011,UK,United Kingdom,Particulates < 2.5µm,"110,800"
2011,UK,United Kingdom,Particulates < 10µm,"172,630"
2011,UK,United Kingdom,Non-methane volatile organic compounds,"864,920"
2012,AT,Austria,Nitrogen oxides,"190,500"
2012,AT,Austria,Sulphur oxides,"14,790"
2012,AT,Austria,Ammonia,"62,600"
2012,AT,Austria,Particulates < 2.5µm,"18,200"
2012,AT,Austria,Particulates < 10µm,"30,450"
2012,AT,Austria,Non-methane volatile organic compounds,"130,740"
2012,BE,Belgium,Nitrogen oxides,"216,460"
2012,BE,Belgium,Sulphur oxides,"47,400"
2012,BE,Belgium,Ammonia,"71,760"
2012,BE,Belgium,Particulates < 2.5µm,"25,050"
2012,BE,Belgium,Particulates < 10µm,"33,590"
2012,BE,Belgium,Non-methane volatile organic compounds,"128,620"
2012,BG,Bulgaria,Nitrogen oxides,"128,600"
2012,BG,Bulgaria,Sulphur oxides,"327,840"
2012,BG,Bulgaria,Ammonia,"43,070"
2012,BG,Bulgaria,Particulates < 2.5µm,"33,080"
2012,BG,Bulgaria,Particulates < 10µm,"55,490"
2012,BG,Bulgaria,Non-methane volatile organic compounds,"86,470"
2012,CH,Switzerland,Nitrogen oxides,"81,090"
2012,CH,Switzerland,Sulphur oxides,"8,670"
2012,CH,Switzerland,Ammonia,"57,160"
2012,CH,Switzerland,Particulates < 2.5µm,"8,070"
2012,CH,Switzerland,Particulates < 10µm,"15,920"
2012,CH,Switzerland,Non-methane volatile organic compounds,"95,230"
2012,CY,Cyprus,Nitrogen oxides,"20,950"
2012,CY,Cyprus,Sulphur oxides,"16,030"
2012,CY,Cyprus,Ammonia,"8,910"
2012,CY,Cyprus,Particulates < 2.5µm,"1,110"
2012,CY,Cyprus,Particulates < 10µm,"2,180"
2012,CY,Cyprus,Non-methane volatile organic compounds,"10,470"
2012,CZ,Czechia,Nitrogen oxides,"224,210"
2012,CZ,Czechia,Sulphur oxides,"160,170"
2012,CZ,Czechia,Ammonia,"85,850"
2012,CZ,Czechia,Particulates < 2.5µm,"43,610"
2012,CZ,Czechia,Particulates < 10µm,"55,550"
2012,CZ,Czechia,Non-methane volatile organic compounds,"237,460"
2012,DE,Germany (until 1990 former territory of the FRG),Nitrogen oxides,"1,436,060"
2012,DE,Germany (until 1990 former territory of the FRG),Sulphur oxides,"371,900"
2012,DE,Germany (until 1990 former territory of the FRG),Ammonia,"630,590"
2012,DE,Germany (until 1990 former territory of the FRG),Particulates < 2.5µm,"113,520"
2012,DE,Germany (until 1990 former territory of the FRG),Particulates < 10µm,"224,280"
2012,DE,Germany (until 1990 former territory of the FRG),Non-methane volatile organic compounds,"1,256,830"
2012,DK,Denmark,Nitrogen oxides,"129,440"
2012,DK,Denmark,Sulphur oxides,"12,660"
2012,DK,Denmark,Ammonia,"76,250"
2012,DK,Denmark,Particulates < 2.5µm,"18,190"
2012,DK,Denmark,Particulates < 10µm,"28,960"
2012,DK,Denmark,Non-methane volatile organic compounds,"119,530"
2012,EE,Estonia,Nitrogen oxides,"37,490"
2012,EE,Estonia,Sulphur oxides,"42,900"
2012,EE,Estonia,Ammonia,"10,360"
2012,EE,Estonia,Particulates < 2.5µm,"8,630"
2012,EE,Estonia,Particulates < 10µm,"14,060"
2012,EE,Estonia,Non-methane volatile organic compounds,"23,150"
2012,EL,Greece,Nitrogen oxides,"285,370"
2012,EL,Greece,Sulphur oxides,"142,700"
2012,EL,Greece,Ammonia,"68,180"
2012,EL,Greece,Particulates < 2.5µm,"48,940"
2012,EL,Greece,Particulates < 10µm,"76,040"
2012,EL,Greece,Non-methane volatile organic compounds,"193,010"
2012,ES,Spain,Nitrogen oxides,"861,040"
2012,ES,Spain,Sulphur oxides,"283,230"
2012,ES,Spain,Ammonia,"418,410"
2012,ES,Spain,Particulates < 2.5µm,"122,290"
2012,ES,Spain,Particulates < 10µm,"179,250"
2012,ES,Spain,Non-methane volatile organic compounds,"567,890"
2012,EU,European Union - 27 countries (from 2020),Sulphur oxides,"3,158,480"
2012,EU,European Union - 27 countries (from 2020),Ammonia,"3,571,470"
2012,EU,European Union - 27 countries (from 2020),Particulates < 2.5µm,"1,336,910"
2012,EU,European Union - 27 countries (from 2020),Particulates < 10µm,"2,015,230"
2012,EU,European Union - 27 countries (from 2020),Non-methane volatile organic compounds,"7,095,560"
2012,EU,European Union - 27 countries (from 2020),Nitrogen oxides,"7,869,350"
2012,FI,Finland,Nitrogen oxides,"161,520"
2012,FI,Finland,Sulphur oxides,"49,960"
2012,FI,Finland,Ammonia,"35,240"
2012,FI,Finland,Particulates < 2.5µm,"20,800"
2012,FI,Finland,Particulates < 10µm,"34,890"
2012,FI,Finland,Non-methane volatile organic compounds,"101,570"
2012,FR,France,Nitrogen oxides,"1,060,170"
2012,FR,France,Sulphur oxides,"219,690"
2012,FR,France,Ammonia,"608,030"
2012,FR,France,Particulates < 2.5µm,"164,140"
2012,FR,France,Particulates < 10µm,"247,330"
2012,FR,France,Non-methane volatile organic compounds,"1,075,930"
2012,HR,Croatia,Nitrogen oxides,"62,640"
2012,HR,Croatia,Sulphur oxides,"24,560"
2012,HR,Croatia,Ammonia,"42,050"
