TIME,GEO_NAME,GEO,IRRIGATION,CROPS,RDB_CODE,RDB_NAME,WATER_POL_PERCENTAGE
2010,DE21,Oberbayern,Irrigable,: ,Null,Null,Null
2010,DE21,Oberbayern,Irrigated,: ,Null,Null,Null
2010,DE22,Niederbayern,Irrigable,: ,Null,Null,Null
2010,DE22,Niederbayern,Irrigated,: ,Null,Null,Null
2010,DE23,Oberpfalz,Irrigable,: ,Null,Null,Null
2010,DE23,Oberpfalz,Irrigated,: ,Null,Null,Null
2010,DE24,Oberfranken,Irrigable,: ,Null,Null,Null
2010,DE24,Oberfranken,Irrigated,: ,Null,Null,Null
2010,DE25,Mittelfranken,Irrigable,: ,Null,Null,Null
2010,DE25,Mittelfranken,Irrigated,: ,Null,Null,Null
2010,DE26,Unterfranken,Irrigable,: ,Null,Null,Null
2010,DE26,Unterfranken,Irrigated,: ,Null,Null,Null
2010,DE27,Schwaben,Irrigable,: ,Null,Null,Null
2010,DE27,Schwaben,Irrigated,: ,Null,Null,Null
2010,DE3,Berlin,Irrigable,3.7,Null,Null,Null
2010,DE3,Berlin,Irrigated,1.4,Null,Null,Null
2010,DE30,Berlin,Irrigable,: ,Null,Null,Null
2010,DE30,Berlin,Irrigated,: ,Null,Null,Null
2010,DE4,Brandenburg,Irrigable,2.9,Null,Null,Null
2010,DE4,Brandenburg,Irrigated,1.6,Null,Null,Null
2010,DE40,Brandenburg,Irrigable,: ,Null,Null,Null
2010,DE40,Brandenburg,Irrigated,: ,Null,Null,Null
2010,DE5,Bremen,Irrigable,: c,Null,Null,Null
2010,DE5,Bremen,Irrigated,: c,Null,Null,Null
2010,DE50,Bremen,Irrigable,: ,Null,Null,Null
2010,DE50,Bremen,Irrigated,: ,Null,Null,Null
2010,DE6,Hamburg,Irrigable,10.5,Null,Null,Null
2010,DE6,Hamburg,Irrigated,5.7,Null,Null,Null
2010,DE60,Hamburg,Irrigable,: ,Null,Null,Null
2010,DE60,Hamburg,Irrigated,: ,Null,Null,Null
2010,DE7,Hesse,Irrigable,4.2,Null,Null,Null
2010,DE7,Hesse,Irrigated,2,Null,Null,Null
2010,DE71,Darmstadt,Irrigable,: ,Null,Null,Null
2010,DE71,Darmstadt,Irrigated,: ,Null,Null,Null
2010,DE72,Gieben,Irrigable,: ,Null,Null,Null
2010,DE72,Gieben,Irrigated,: ,Null,Null,Null
2010,DE73,Kassek,Irrigable,: ,Null,Null,Null
2010,DE73,Kassek,Irrigated,: ,Null,Null,Null
2010,DE8,Mecklenburg-Vorpommern,Irrigable,2.3,Null,Null,Null
2010,DE8,Mecklenburg-Vorpommern,Irrigated,1.1,Null,Null,Null
2010,DE80,Mecklenburg-Vorpommern,Irrigable,: ,Null,Null,Null
2010,DE80,Mecklenburg-Vorpommern,Irrigated,: ,Null,Null,Null
2010,DE9,Lower Saxony,Irrigable,12.2,Null,Null,Null
2010,DE9,Lower Saxony,Irrigated,8.5,Null,Null,Null
2010,DE91,Braunschweig,Irrigable,: ,Null,Null,Null
2010,DE91,Braunschweig,Irrigated,: ,Null,Null,Null
2010,DE92,Hannover,Irrigable,: ,Null,Null,Null
2010,DE92,Hannover,Irrigated,: ,Null,Null,Null
2010,DE93,Lüneburg,Irrigable,: ,Null,Null,Null
2010,DE93,Lüneburg,Irrigated,: ,Null,Null,Null
2010,DE94,Weser-ems,Irrigable,: ,Null,Null,Null
2010,DE94,Weser-ems,Irrigated,: ,Null,Null,Null
2010,DEA,North Rgine-Westphalia,Irrigable,4.2,Null,Null,Null
2010,DEA,North Rgine-Westphalia,Irrigated,1.9,Null,Null,Null
2010,DEA1,Düsseldorf,Irrigable,: ,Null,Null,Null
2010,DEA1,Düsseldorf,Irrigated,: ,Null,Null,Null
2010,DEA2,Köln,Irrigable,: ,Null,Null,Null
2010,DEA2,Köln,Irrigated,: ,Null,Null,Null
2010,DEA3,Münster,Irrigable,: ,Null,Null,Null
2010,DEA3,Münster,Irrigated,: ,Null,Null,Null
2010,DEA4,Detmold,Irrigable,: ,Null,Null,Null
2010,DEA4,Detmold,Irrigated,: ,Null,Null,Null
2010,DEA5,Arnsberg,Irrigable,: ,Null,Null,Null
2010,DEA5,Arnsberg,Irrigated,: ,Null,Null,Null
2010,DEB,Rhineland-Palatine,Irrigable,4.5,Null,Null,Null
2010,DEB,Rhineland-Palatine,Irrigated,2.8,Null,Null,Null
2010,DEB1,Koblenz,Irrigable,: ,Null,Null,Null
2010,DEB1,Koblenz,Irrigated,: ,Null,Null,Null
2010,DEB2,Trier,Irrigable,: ,Null,Null,Null
2010,DEB2,Trier,Irrigated,: ,Null,Null,Null
2010,DEB3,Rheinhessen-Pflaz,Irrigable,: ,Null,Null,Null
2010,DEB3,Rheinhessen-Pflaz,Irrigated,: ,Null,Null,Null
2010,DEC,Saarland,Irrigated,: ,Null,Null,Null
2010,DEC,Saarland,Irrigable,0.2,Null,Null,Null
2010,DEC,Saarland,Irrigated,0.2,Null,Null,Null
2010,DEC000,Saarland,Irrigable,: ,Null,Null,Null
2010,DED,Saxony,Irrigable,1.3,Null,Null,Null
2010,DED,Saxony,Irrigated,0.4,Null,Null,Null
2010,DED2,Dresden,Irrigable,: ,Null,Null,Null
2010,DED2,Dresden,Irrigated,: ,Null,Null,Null
2010,DED4,Shemnitz,Irrigable,: ,Null,Null,Null
2010,DED4,Shemnitz,Irrigated,: ,Null,Null,Null
2010,DED5,Leipzig,Irrigable,: ,Null,Null,Null
2010,DED5,Leipzig,Irrigated,: ,Null,Null,Null
2010,DEE,Saxony-Anhalt,Irrigable,2.1,Null,Null,Null
2010,DEE,Saxony-Anhalt,Irrigated,1.1,Null,Null,Null
2010,DEE0,Sachsen-Anhalt,Irrigable,: ,Null,Null,Null
2010,DEE0,Sachsen-Anhalt,Irrigated,: ,Null,Null,Null
2010,DEF,Schleswig-Holstein,Irrigable,2.2,Null,Null,Null
2010,DEF,Schleswig-Holstein,Irrigated,0.7,Null,Null,Null
2010,DEF0,Schleswig-Holstein,Irrigable,: ,Null,Null,Null
2010,DEF0,Schleswig-Holstein,Irrigated,: ,Null,Null,Null
2010,DEG,Thuringia,Irrigable,0.7,Null,Null,Null
2010,DEG,Thuringia,Irrigated,0.3,Null,Null,Null
2010,DEG0,Thüringen,Irrigable,: ,Null,Null,Null
2010,DEG0,Thüringen,Irrigated,: ,Null,Null,Null
2010,DK,Denmark,Irrigable,18.2,Null,Null,Null
2010,DK,Denmark,Irrigated,12.1,Null,Null,Null
2010,DK01,Hovedstaden,Irrigable,4.7,Null,Null,Null
2010,DK01,Hovedstaden,Irrigated,1.2,Null,Null,Null
2010,DK02,Sjaelland,Irrigable,3.4,Null,Null,Null
2010,DK02,Sjaelland,Irrigated,0.7,Null,Null,Null
2010,DK03,Southern Denmark,Irrigable,26.3,Null,Null,Null
2010,DK03,Southern Denmark,Irrigated,17.8,Null,Null,Null
2010,DK04,Midtjylland,Irrigable,26.9,Null,Null,Null
2010,DK04,Midtjylland,Irrigated,20.1,Null,Null,Null
2010,DK05,Nordjylland,Irrigable,8,Null,Null,Null
2010,DK05,Nordjylland,Irrigated,3.4,Null,Null,Null
2010,EE,Estonia,Irrigable,0,Null,Null,Null
2010,EE,Estonia,Irrigated,0,Null,Null,Null
2010,EE00,Estonia,Irrigable,0,Null,Null,Null
2010,EE00,Estonia,Irrigated,0,Null,Null,Null
2010,EL,Greece,Irrigable,25.1,Null,Null,Null
2010,EL,Greece,Irrigated,19.8,Null,Null,Null
2010,EL11,"Anatoliki Makedonia, Thraki",Irrigable,30.1,Null,Null,Null
2010,EL11,"Anatoliki Makedonia, Thraki",Irrigated,23.1,Null,Null,Null
2010,EL12,Kentriki Makedonia,Irrigable,32,Null,Null,Null
2010,EL12,Kentriki Makedonia,Irrigated,26.5,Null,Null,Null
2010,EL13,Dytiki Makedonia,Irrigable,15.8,Null,Null,Null
2010,EL13,Dytiki Makedonia,Irrigated,11.6,Null,Null,Null
2010,EL14,Thessalia,Irrigable,33.1,Null,Null,Null
2010,EL14,Thessalia,Irrigated,22.9,Null,Null,Null
2010,EL21,Ipeiros,Irrigable,17.8,Null,Null,Null
2010,EL21,Ipeiros,Irrigated,15.5,Null,Null,Null
2010,EL22,Ionia Nisia,Irrigable,3,Null,Null,Null
2010,EL22,Ionia Nisia,Irrigated,2.2,Null,Null,Null
2010,EL23,Dyitiki Ellada,Irrigable,28.2,Null,Null,Null
2010,EL23,Dyitiki Ellada,Irrigated,23.9,Null,Null,Null
2010,EL24,Sterea Ellada,Irrigable,20.6,Null,Null,Null
2010,EL24,Sterea Ellada,Irrigated,16.5,Null,Null,Null
2010,EL25,Peloponnisos,Irrigable,20.4,Null,Null,Null
2010,EL25,Peloponnisos,Irrigated,18.2,Null,Null,Null
2010,EL30,Attica,Irrigable,27,Null,Null,Null
2010,EL30,Attica,Irrigated,17.8,Null,Null,Null
2010,EL41,North Aegean,Irrigable,4,Null,Null,Null
2010,EL41,North Aegean,Irrigated,3.1,Null,Null,Null
2010,EL42,South Aegean,Irrigable,7.8,Null,Null,Null
2010,EL42,South Aegean,Irrigated,5.5,Null,Null,Null
2010,EL43,Crete,Irrigable,23.6,Null,Null,Null
2010,EL43,Crete,Irrigated,18.8,Null,Null,Null
2010,EL51,Eastern Macedonia and Trace,Irrigable,: ,Null,Null,Null
2010,EL51,Eastern Macedonia and Trace,Irrigated,: ,Null,Null,Null
2010,EL52,Central Macedonia,Irrigable,: ,Null,Null,Null
2010,EL52,Central Macedonia,Irrigated,: ,Null,Null,Null
2010,EL53,Western Macedonia,Irrigable,: ,Null,Null,Null
2010,EL53,Western Macedonia,Irrigated,: ,Null,Null,Null
2010,EL54,Epirus,Irrigable,: ,Null,Null,Null
2010,EL54,Epirus,Irrigated,: ,Null,Null,Null
2010,EL61,Thessaly,Irrigable,: ,Null,Null,Null
2010,EL61,Thessaly,Irrigated,: ,Null,Null,Null
2010,EL62,Ionian Island,Irrigable,: ,Null,Null,Null
2010,EL62,Ionian Island,Irrigated,: ,Null,Null,Null
2010,EL63,Western Greece,Irrigable,: ,Null,Null,Null
2010,EL63,Western Greece,Irrigated,: ,Null,Null,Null
2010,EL64,Central Greece,Irrigable,: ,Null,Null,Null
2010,EL64,Central Greece,Irrigated,: ,Null,Null,Null
2010,EL65,Poloponnese,Irrigable,: ,Null,Null,Null
2010,EL65,Poloponnese,Irrigated,: ,Null,Null,Null
2010,ES,Spain,Irrigable,15.1,Null,Null,Null
2010,ES,Spain,Irrigated,12.8,Null,Null,Null
2010,ES11,Galicia,Irrigable,8.4,Null,Null,Null
2010,ES11,Galicia,Irrigated,5,Null,Null,Null
2010,ES12,Principato De Asturia,Irrigable,3.5,Null,Null,Null
2010,ES12,Principato De Asturia,Irrigated,2,Null,Null,Null
2010,ES13,Cantabria,Irrigable,1.2,Null,Null,Null
2010,ES13,Cantabria,Irrigated,0.5,Null,Null,Null
2010,ES21,Pais Vasco,Irrigable,4.8,Null,Null,Null
2010,ES21,Pais Vasco,Irrigated,3.7,Null,Null,Null
2010,ES22,Comunidad Foral De Navarra,Irrigable,16,Null,Null,Null
2010,ES22,Comunidad Foral De Navarra,Irrigated,13.5,Null,Null,Null
2010,ES23,La Rioja,Irrigable,19,Null,Null,Null
2010,ES23,La Rioja,Irrigated,11.7,Null,Null,Null
2010,ES24,Aragón,Irrigable,17.4,Null,Null,Null
2010,ES24,Aragón,Irrigated,16,Null,Null,Null
2010,ES30,Comunidad de Madrid,Irrigable,8.6,Null,Null,Null
2010,ES30,Comunidad de Madrid,Irrigated,6.6,Null,Null,Null
2010,ES41,Castilla y Leon,Irrigable,10.3,Null,Null,Null
2010,ES41,Castilla y Leon,Irrigated,8.1,Null,Null,Null
2010,ES42,Castilla -La Mancha,Irrigable,12.8,Null,Null,Null
2010,ES42,Castilla -La Mancha,Irrigated,10,Null,Null,Null
2010,ES43,Extremadura,Irrigable,9.7,Null,Null,Null
2010,ES43,Extremadura,Irrigated,8.4,Null,Null,Null
2010,ES51,Cataluna,Irrigable,22.6,Null,Null,Null
2010,ES51,Cataluna,Irrigated,20.6,Null,Null,Null
2010,ES52,Comunidad Valenciana,Irrigable,43.4,Null,Null,Null
2010,ES52,Comunidad Valenciana,Irrigated,40.4,Null,Null,Null
2010,ES53,Iles Balears,Irrigable,11.9,Null,Null,Null
2010,ES53,Iles Balears,Irrigated,6.8,Null,Null,Null
2010,ES61,Andalucia,Irrigable,20,Null,Null,Null
2010,ES61,Andalucia,Irrigated,17.4,Null,Null,Null
2010,ES62,Region de Murcia,Irrigable,38.7,Null,Null,Null
2010,ES62,Region de Murcia,Irrigated,35.2,Null,Null,Null
2010,ES63,Ciudad Autonoma da Ceuta,Irrigable,: c,Null,Null,Null
2010,ES63,Ciudad Autonoma da Ceuta,Irrigated,: c,Null,Null,Null
2010,ES64,Ciudad autonoma di Melilla,Irrigable,: c,Null,Null,Null
2010,ES64,Ciudad autonoma di Melilla,Irrigated,: c,Null,Null,Null
2010,ES70,Canarias,Irrigable,31.8,Null,Null,Null
2010,ES70,Canarias,Irrigated,28.7,Null,Null,Null
2010,FI,Finland,Irrigable,3,Null,Null,Null
2010,FI,Finland,Irrigated,0.6,Null,Null,Null
2010,FI13,Eastern Finland,Irrigable,: ,Null,Null,Null
2010,FI13,Eastern Finland,Irrigated,: ,Null,Null,Null
2010,FI18,Southern Finland,Irrigable,: ,Null,Null,Null
2010,FI18,Southern Finland,Irrigated,: ,Null,Null,Null
2010,FI19,Western Finland,Irrigable,2.2,Null,Null,Null
2010,FI19,Western Finland,Irrigated,0.4,Null,Null,Null
2010,FI1A,Northern Finland,Irrigable,: ,Null,Null,Null
2010,FI1A,Northern Finland,Irrigated,: ,Null,Null,Null
2010,FI1B,Helsinki-Uusima,Irrigable,5.3,Null,Null,Null
2010,FI1B,Helsinki-Uusima,Irrigated,0.5,Null,Null,Null
2010,FI1C,South Finland,Irrigable,4.4,Null,Null,Null
2010,FI1C,South Finland,Irrigated,0.7,Null,Null,Null
2010,FI1D,North and East Finland,Irrigable,1.8,Null,Null,Null
2010,FI1D,North and East Finland,Irrigated,0.5,Null,Null,Null
2010,FI20,Äland Islands,Irrigable,10.3,Null,Null,Null
2010,FI20,Äland Islands,Irrigated,4.3,Null,Null,Null
2010,FR,France,Irrigable,8.4,Null,Null,Null
2010,FR,France,Irrigated,5.7,Null,Null,Null
2010,FR10,Íle de France,Irrigable,10.1,Null,Null,Null
2010,FR10,Íle de France,Irrigated,5.3,Null,Null,Null
2010,FR21,Champagne-Ardenne,Irrigable,4,Null,Null,Null
2010,FR21,Champagne-Ardenne,Irrigated,1.1,Null,Null,Null
2010,FR22,Picardie,Irrigable,7.9,Null,Null,Null
2010,FR22,Picardie,Irrigated,2.9,Null,Null,Null
2010,FR23,Haute Normandie,Irrigable,1.1,Null,Null,Null
2010,FR23,Haute Normandie,Irrigated,0.7,Null,Null,Null
2010,FR24,Centre,Irrigable,20.5,Null,Null,Null
2010,FR24,Centre,Irrigated,13.8,Null,Null,Null
2010,FR25,Basse-Normandie,Irrigable,0.8,Null,Null,Null
2010,FR25,Basse-Normandie,Irrigated,0.4,Null,Null,Null
2010,FR26,Bourgogne,Irrigable,1.6,Null,Null,Null
2010,FR26,Bourgogne,Irrigated,0.8,Null,Null,Null
2010,FR30,Nord-Pas-de-Calais,Irrigable,5.5,Null,Null,Null
2010,FR30,Nord-Pas-de-Calais,Irrigated,1.7,Null,Null,Null
2010,FR41,Lorraine,Irrigable,0.1,Null,Null,Null
2010,FR41,Lorraine,Irrigated,0,Null,Null,Null
2010,FR42,Alsace,Irrigable,20.1,Null,Null,Null
2010,FR42,Alsace,Irrigated,17.5,Null,Null,Null
2010,FR43,Franche-Comté,Irrigable,1.1,Null,Null,Null
2010,FR43,Franche-Comté,Irrigated,0.3,Null,Null,Null
2010,FR51,Pays de la Loire,Irrigable,9.6,Null,Null,Null
2010,FR51,Pays de la Loire,Irrigated,6.8,Null,Null,Null
2010,FR52,Bretagne,Irrigable,1.7,Null,Null,Null
2010,FR52,Bretagne,Irrigated,0.8,Null,Null,Null
2010,FR53,Poitou-Charentes,Irrigable,11.8,Null,Null,Null
2010,FR53,Poitou-Charentes,Irrigated,8.6,Null,Null,Null
2010,FR61,Aquitaine,Irrigable,20.6,Null,Null,Null
2010,FR61,Aquitaine,Irrigated,16.7,Null,Null,Null
2010,FR62,Mifi-Pyrénées,Irrigable,11.5,Null,Null,Null
2010,FR62,Mifi-Pyrénées,Irrigated,7.9,Null,Null,Null
2010,FR63,Limousin,Irrigable,0.5,Null,Null,Null
2010,FR63,Limousin,Irrigated,0.3,Null,Null,Null
2010,FR71,Rhône-Alpes,Irrigable,9.4,Null,Null,Null
2010,FR71,Rhône-Alpes,Irrigated,7.1,Null,Null,Null
2010,FR72,Auvergne,Irrigable,3.2,Null,Null,Null
2010,FR72,Auvergne,Irrigated,2.1,Null,Null,Null
2010,FR81,Languedoc-Roussillon,Irrigable,8.9,Null,Null,Null
2010,FR81,Languedoc-Roussillon,Irrigated,6.4,Null,Null,Null
2010,FR82,Provence-Alpes-Côte d'Azur,Irrigable,16.3,Null,Null,Null
2010,FR82,Provence-Alpes-Côte d'Azur,Irrigated,12,Null,Null,Null
2010,FR83,Corse,Irrigable,7.9,Null,Null,Null
2010,FR83,Corse,Irrigated,6.7,Null,Null,Null
2010,FR91,Guadelupe,Irrigable,14.5,Null,Null,Null
2010,FR91,Guadelupe,Irrigated,11.3,Null,Null,Null
2010,FR92,Martinique,Irrigable,23.7,Null,Null,Null
2010,FR92,Martinique,Irrigated,20.3,Null,Null,Null
2010,FR93,Guyane,Irrigable,3.1,Null,Null,Null
2010,FR93,Guyane,Irrigated,1.3,Null,Null,Null
2010,FR94,La Réunion,Irrigable,21.8,Null,Null,Null
2010,FR94,La Réunion,Irrigated,20.4,Null,Null,Null
2010,FRA1,Guadelupe,Irrigable,: ,Null,Null,Null
2010,FRA1,Guadelupe,Irrigated,: ,Null,Null,Null
2010,FRA2,Martinique,Irrigable,: ,Null,Null,Null
2010,FRA2,Martinique,Irrigated,: ,Null,Null,Null
2010,FRA3,Guyane,Irrigable,: ,Null,Null,Null
2010,FRA3,Guyane,Irrigated,: ,Null,Null,Null
2010,FRA4,La Réunion,Irrigable,: ,Null,Null,Null
2010,FRA4,La Réunion,Irrigated,: ,Null,Null,Null
2010,HR,Croatia,Irrigable,1.7,Null,Null,Null
2010,HR,Croatia,Irrigated,1.1,Null,Null,Null
2010,HR03,Adriatica Croatia,Irrigable,3.9,Null,Null,Null
2010,HR03,Adriatica Croatia,Irrigated,2.9,Null,Null,Null
2010,HR04,Continental Croatia,Irrigable,1.3,Null,Null,Null
2010,HR04,Continental Croatia,Irrigated,0.7,Null,Null,Null
2010,HU,Hungary,Irrigable,5,Null,Null,Null
2010,HU,Hungary,Irrigated,2.4,Null,Null,Null
2010,HU10,Central Hungary,Irrigable,4.1,Null,Null,Null
2010,HU10,Central Hungary,Irrigated,3.1,Null,Null,Null
2010,HU21,Central Transdanubia,Irrigable,1.9,Null,Null,Null
2010,HU21,Central Transdanubia,Irrigated,1,Null,Null,Null
2010,HU22,Western Transdanubia,Irrigable,4,Null,Null,Null
2010,HU22,Western Transdanubia,Irrigated,0.7,Null,Null,Null
2010,HU23,Southern Transdanubia,Irrigable,1.2,Null,Null,Null
2010,HU23,Southern Transdanubia,Irrigated,0.6,Null,Null,Null
2010,HU31,Northern Hungary,Irrigable,1.1,Null,Null,Null
2010,HU31,Northern Hungary,Irrigated,0.7,Null,Null,Null
2010,HU32,Northern great plain,Irrigable,8.6,Null,Null,Null
2010,HU32,Northern great plain,Irrigated,4.1,Null,Null,Null
2010,HU33,Southern Great Plain,Irrigable,8.1,Null,Null,Null
2010,HU33,Southern Great Plain,Irrigated,4.2,Null,Null,Null
2010,IE,Ireland,Irrigable,0,Null,Null,Null
2010,IE,Ireland,Irrigated,0,Null,Null,Null
2010,IE01,"Border, Midland and Westland",Irrigable,0,Null,Null,Null
2010,IE01,"Border, Midland and Westland",Irrigated,0,Null,Null,Null
2010,IE02,Spouthern and Eastern Ireland,Irrigable,0,Null,Null,Null
2010,IE02,Spouthern and Eastern Ireland,Irrigated,0,Null,Null,Null
2010,IT,Italy,Irrigable,29.1,Null,Null,Null
2010,IT,Italy,Irrigated,18.7,Null,Null,Null
2010,ITC1,Piemonte,Irrigable,43.4,Null,Null,Null
2010,ITC1,Piemonte,Irrigated,36,Null,Null,Null
2010,ITC2,Valle d'Aosta,Irrigable,28.7,Null,Null,Null
